result shown in seconds
totalTime: 18.9182205
joinFiles: 1.1538663
parsingDonationsFile: 12.4776825
parsingDonorsFile: 5.2866705
--------- results ---------
,1.7681222739999976E7
Ceylon,30.0
Oskaloosa,2984.3
Grand Ronde,188.14
Meriden,52472.8
Shageluk,160.0
Unity,490.0
Farner,125.0
Rohnert Park,29532.53
Indialantic,15979.85
Poneto,305.0
Friendly,100.0
Dungannon,100.0
Adrian,11267.38
Minter City,25.0
Trempealeau,783.0
Electra,385.0
Wayan,50.0
Hewitt,10294.34
Gravette,2893.51
Maple Rapids,227.0
Eitzen,100.0
Twisp,50.0
Saint Ignace,479.11
Conrad,728.9399999999999
Fincastle,1291.1100000000001
Thetford Center,1757.33
Arroyo Grande,37473.329999999994
New Fairfield,14570.7
Gordon,4871.43
Lower Lake,1310.0
Parowan,611.0
Derby,33637.53
Gasquet,707.49
Meridian,60738.840000000004
Ravia,23.240000000000002
Bates City,1988.9399999999998
Glennville,3214.55
Choctaw,33149.07
Manchester,179978.58000000002
New Riegel,444.81
Social Circle,9727.009999999998
Haslett,11365.03
Buskirk,469.22
Southmont,37.71
Milwaukee,729806.9200000003
Guthrie Center,55.0
Honeyville,225.0
Pollock Pines,1025.0
Newman Lake,2161.8099999999995
La Fargeville,393.48
Whitefield,3670.95
Edgefield,2351.7799999999997
Marseilles,1473.74
Pekin,21341.06
Tyner,1215.06
Tombstone,2393.41
Dawn,455.0
Apulia Station,20.0
Raton,1869.57
Lebec,517.0
Rineyville,2356.1000000000004
Butte Falls,574.0
Rimersburg,186.39
Pfafftown,9111.96
Gladbrook,500.0
Port Tobacco,912.35
Fort Branch,987.31
Philippi,2177.42
Chase,160.0
Cooke City,75.0
Runge,150.0
Tahoma,1191.63
Poynette,781.88
Nicholls,1286.99
Forest Lake,7782.359999999999
Carnesville,612.0
Desert Hot Springs,4128.3099999999995
Robertsville,400.0
Bosque Farms,947.84
Sea Girt,2174.1600000000003
Arch Cape,75.0
Charm,25.0
Eleanor,990.12
Weare,3997.3799999999997
Frackville,903.77
Shirland,375.0
Oaktown,1024.61
Olmito,2586.0
Chidester,250.0
Craigsville,1040.0
Virginia City,450.0
Asbury Park,20600.45
Olmitz,50.0
Douglassville,6239.8099999999995
Disney,103.72
Tahoka,783.64
Holiday,9068.3
Arkadelphia,11618.590000000002
La Valle,2607.6499999999996
Fountain Green,465.0
Rockfall,2317.99
Pine Prairie,270.0
Cowley,25.0
Atlantic City,7985.33
Outing,25.0
Bruce Crossing,349.0
Waterford,76257.20999999999
Avalon,4806.88
Watson,1012.0
West Memphis,4695.27
Sigurd,25.0
Tynan,25.0
Clyde Park,125.0
Ireton,510.0
Garwin,40.0
San Miguel,1783.28
Hat Creek,25.0
Bombay,180.20999999999998
Daleville,4316.37
Tillar,320.0
White Oak,27305.32
Alexandria,626985.7899999996
Protection,60.0
Morenci,2241.58
Allenspark,25.0
Sheldon Point,25.0
Kapolei,17696.82
Poseyville,1349.0
Cidra,50.0
Laplace,75.0
Cowen,111.0
Mccomb,7990.68
Michigan City,33802.89
Marengo,8073.57
Old Chatham,289.0
Englishtown,19410.299999999996
Catoosa,5885.83
Beaver Falls,11583.579999999998
Steedman,145.0
Buckingham,559.62
Olean,8324.55
Cropseyville,606.3199999999999
White Hall,5907.319999999999
Danforth,200.0
Tucker,44461.7
Springerville,535.56
Vermillion,3901.62
Alplaus,145.16
East Point,375.28
Elburn,6212.83
Lake Hopatcong,5548.32
Lewisport,1293.9299999999998
Grapeland,1065.27
Odebolt,155.0
Bayou La Batre,2107.15
Balsam Lake,258.57
Chana,1040.0
Waverly Hall,3309.52
Ratliff City,310.18
Peak,225.0
Camp Sherman,630.12
Oracle,431.46000000000004
Bolinas,11229.73
Balsam Grove,41.0
Crowder,2291.7000000000003
Ottsville,25698.66000000001
Toquerville,2478.35
Sandy,153579.00000000003
Miamisburg,24445.27
Montague,9741.740000000002
Tamworth,620.0
Notus,20.0
Ridge Spring,718.19
Chama,155.0
Truth Or Consequences,1213.93
Mine Hill,1144.99
Lillian,1090.28
Wallington,2627.5299999999997
Thomasboro,100.0
Mottville,50.0
Nottingham,29254.39
Ontario Center,500.0
Los Osos,17530.659999999996
Wilmar,140.0
Johnston,42999.969999999994
Eastpoint,858.0
Tubac,1773.38
Olema,10.0
Marland,20.0
Chino Valley,15724.820000000002
Peck,1278.3400000000001
Wausaukee,293.90999999999997
Iberia,55.0
Willow Hill,25.0
Blue River,430.88
Dexter,32533.5
Buies Creek,196.32
Springvale,6547.85
Jemez Springs,542.8199999999999
Mcdaniel,150.0
Hoxie,669.72
Harrodsburg,2792.64
Island,200.0
Coeur D Alene,43107.43
Port Norris,846.09
Canada,85.0
Fordyce,1076.0
Lemont Furnace,9998.899999999998
Cowan,180.0
Eaton Rapids,3727.68
South Lee,957.01
Gulfport,34097.73
Canaan,4226.24
Swanton,3200.12
Vacherie,1413.93
Camuy,80.0
Ravenna,25693.439999999995
Deer Isle,3829.29
Scaly Mountain,165.0
Energy,140.0
Meherrin,305.0
Peel,27.94
Waldwick,6691.1
Sylvania,18652.350000000002
Wingo,344.0
Wolcottville,1216.63
Adams,7801.44
Clearfield,50473.47000000001
Coolidge,809.5699999999999
Duanesburg,874.0
Cheswick,2414.4700000000003
Evensville,204.0
Matawan,31448.65
Chevy Chase,84253.15999999996
Lake Forest,133478.12999999998
Hamden,65925.07
Oklahoma City,1296223.0499999993
Conroe,108810.58000000002
Beardstown,2838.79
Luray,3790.69
Wayzata,14998.039999999999
Blue Lake,834.45
Santa Ana,116761.31
Safford,6776.73
Lannon,453.05
Wilmer,4366.799999999999
Osgood,1320.0
Creamery,75.0
Laveen,20990.13
Owego,2212.26
Tuskegee,2097.7400000000002
Burnet,3639.7900000000004
Gilby,50.0
Orrs Island,216.0
Newport Coast,17504.05
Hineston,1126.0
Burney,229.36
Gowanda,1525.0
Berlin,26871.83
Auburn,319948.3300000001
New Lisbon,964.27
Gracemont,726.4699999999999
Jonas Ridge,40.0
Linesville,704.87
Mooseheart,170.0
Lake View,2677.16
Valdosta,37503.72000000001
Emden,513.45
East Flat Rock,373.18
King And Queen Court Hous,200.0
New Preston Marble Dale,666.54
Graytown,2055.0
Charlton City,399.53
Pasadena,400530.7199999996
Basye,236.0
Morton,35200.799999999996
Vienna,113589.94000000006
Lanesboro,1068.8400000000001
San Marcos,87369.90000000001
Forest Lakes,60.0
Choteau,6217.469999999999
Adair,1170.2
New Middletown,3330.86
Plymouth Meeting,18845.289999999997
East Hardwick,571.59
Teton,0.0
Bostwick,377.0
Yantis,933.55
Greencastle,23230.519999999997
Geronimo,210.0
Oswegatchie,100.0
Le Roy,7772.38
Waikoloa,2451.95
Fultonham,20.0
Englewood,146745.55
Loma Mar,10.0
Ravena,992.0
Tellico Plains,4817.1900000000005
Marfa,423.0
Nuevo,2345.42
Nineveh,2292.34
Methuen,32427.820000000007
Mountlake Terrace,14976.619999999999
Glassport,1104.07
Atlantic Beach,15772.15
Lockesburg,107.0
Mount Calm,150.0
Cassadaga,250.0
Russell,5507.85
Higden,805.0
Campo,986.87
New Galilee,1052.22
Creston,4961.49
Bernard,817.04
Rock Glen,25.0
Sedgewickville,25.0
Laceyville,48.2
Carmel,193857.29999999996
Millstone,33523.259999999995
Pandora,1004.46
Carmen,25.0
El Verano,261.69
Willingboro,8899.32
Esopus,238.0
Fork Union,548.96
Wrights,100.0
Van Dyne,150.74
Mitchell,20008.91
Palatine Bridge,20.0
Leighton,700.22
Dutch Harbor,1594.2199999999998
Ballwin,79518.18000000001
Meyersdale,677.02
Marcy,515.0
Imler,100.0
Orangeville,1552.4
Zumbrota,1371.5
Olive Branch,18860.539999999997
Lake Hubert,0.0
Haysville,11908.949999999999
Clear Spring,5716.1
Thorndike,550.5699999999999
Valle Crucis,435.0
Lamberton,616.09
Castlewood,229.0
Comfort,1439.1
Smackover,100.0
Honey Brook,4271.51
Peoa,50.0
Santo,811.5
Inola,609.0
Alamance,544.05
New Lothrop,664.0
Millersville,29795.51
East Derry,100.0
Reseda,57056.2
Nikiski,735.0
Excel,50.0
Eagle River,28717.43
Covina,72146.7
Satanta,1182.25
Ellaville,712.1700000000001
Woodman,350.0
Rochester Mills,95.0
Saratoga Springs,62838.41000000002
Brentwood,214004.26
Firth,1703.3400000000001
Casper,22467.29
Savona,70.0
Penn,978.62
Hobson,251.54000000000002
Hamersville,185.0
Kirksville,27610.449999999993
Tillman,50.0
Mannington,1001.3199999999999
Duncansville,1801.49
Slaughter,523.0
East Brookfield,470.0
North Freedom,85.0
Cottondale,3366.68
Carman,20.0
Brinnon,50.0
Kingston,93734.32999999997
Grove City,35977.84999999999
Deal Island,335.0
Wolf Point,1891.22
Skippers,60.0
Kewaunee,984.57
Branch,849.58
Saint Patrick,50.0
Carrizo Springs,395.0
Sellersville,10157.34
Priddy,50.0
Neeses,1709.3899999999999
La Veta,857.69
Genesee Depot,25.0
Red Hook,3913.7599999999998
Copiague,6230.55
Pascoag,3153.77
Iliff,2044.49
Cedarbluff,27.28
Willis,11435.440000000002
Cadwell,125.0
Delmont,1597.78
Windfall,670.56
Scarbro,169.97
Monument,17122.480000000003
Northport,42870.45
Aromas,1597.28
Sloan,40.0
Millers Creek,7794.97
Juda,453.46000000000004
Erhard,394.75
Mulga,105.0
Crothersville,611.51
Brashear,463.66999999999996
Smithland,100.0
Tiller,25.0
Fort Meade,2633.6000000000004
Opdyke,279.96000000000004
Woodhaven,17930.19
Eminence,2495.94
Havelock,24007.739999999994
Basom,550.0
Minturn,100.0
Boston,941006.2199999986
Faison,624.28
Marne,1551.6399999999999
Moatsville,461.31
Moose Lake,1635.26
Glenview Nas,19216.29
Cecilia,437.56
Lehigh Acres,20502.05
Gibsonton,5288.049999999999
Freetown,63.13
Whelen Springs,25.0
Cornish Flat,50.0
Dolgeville,150.0
Hampton,117459.88000000003
Caspar,120.0
Seal Beach,47422.08
Navajo Dam,20.0
Moses Lake,11609.48
Willow,395.0
Bolton Landing,610.96
Kasson,14492.279999999999
Peru,20918.3
O Neals,3985.2599999999998
Henryville,3866.54
Ackworth,10.0
Marks,1480.6
Onley,1312.92
Lozano,825.0
El Reno,3045.2899999999995
Shady Dale,52.42
Sabula,762.8299999999999
Potwin,146.05
Mckenna,100.0
Loma Linda,4072.8800000000006
Colman,1453.9499999999998
Bondsville,329.89
Colmar,800.46
Raleigh,793672.4599999996
Gerrardstown,8163.5199999999995
Woodlyn,2301.46
Mantoloking,472.33
Timpson,10539.860000000002
Fort Knox,698.6899999999999
Keymar,525.0
Farmer,25.0
Jolon,200.0
Hartly,270.36
Martinez,161489.17
Missouri Valley,3725.8
Desha,15.0
Cayucos,3191.38
Randolph Center,25.0
Gleneden Beach,2031.59
Long Island City,87256.66999999995
Pacifica,92909.33000000007
Castalia,1405.15
Camby,6704.18
Idaho Springs,2066.12
Rural Hall,5374.45
South Bethlehem,35.0
Saint Peters,71242.02
Murrysville,7038.120000000001
West Ossipee,210.0
Maxbass,15.0
Coinjock,485.0
Grantsburg,2263.2
Polaris,0.0
Allendale,13858.32
Munnsville,260.0
Le Grand,3523.7700000000004
Brillion,1567.88
Salisbury Mills,657.6800000000001
Patagonia,250.0
Honokaa,1214.12
Ellerbe,341.84000000000003
West Enfield,480.0
Ilion,1291.95
Tenino,8061.82
Basin,390.08
Upper Tract,25.0
Goodfield,71.67
Bostic,725.68
Emington,546.26
Justin,6170.8099999999995
Oxford,111398.25000000001
Evans City,3066.95
Pine Valley,345.0
Tunnel City,15.0
Richeyville,25.0
Westpoint,1225.0
Maroa,2294.23
Camas,14668.64
Mount Hermon,1606.51
Roxobel,457.8
Morgantown,105320.84999999998
Pewaukee,35988.619999999995
North Chili,350.82
Del Mar,22801.85
Camano,5984.32
Spring Branch,10987.550000000001
Waterflow,25.0
Pelzer,8711.78
Richards,1109.99
Wiggins,3260.0299999999997
Juniata,357.03999999999996
Jeanerette,1007.69
Elwood,4449.6
Naranjito,10.0
South Portland,31499.21
Brownsburg,534048.6799999997
Texico,210.0
Burnettsville,10.0
Hanford,23868.669999999995
Labelle,7551.77
Flowery Branch,21992.859999999997
Van Nuys,178233.93999999994
Kings Beach,723.24
Barksdale,150.0
Maynard,9549.580000000002
Creedmoor,21351.18
Candor,1394.48
Lake Wilson,75.0
Kemmerer,125.0
Wilsons,57.98
Daykin,60.0
Glen,460.0
Warrendale,877.1700000000001
Maplewood,68712.59999999998
Ferdinand,373.0
Young America,847.41
Fairmont,29260.750000000007
Emery,7068.87
Cibolo,11532.02
Palatka,13129.09
Nevada,9990.98
Crittenden,1966.44
D Hanis,285.0
Zeeland,11007.48
Poquoson,9642.63
Ashburnham,8497.95
Red Jacket,384.45
Harwich,6504.99
Harwick,170.0
Occoquan,465.0
West Cornwall,210.0
New Vienna,1078.5900000000001
Pine Top,811.23
Hoisington,529.0799999999999
Cave City,1408.66
Toppenish,7381.05
Irmo,72481.87999999999
Bluffton,31015.330000000005
Solon Springs,2430.6499999999996
Clintonville,1322.13
Fryeburg,1731.55
Meservey,20.0
Florissant,66738.61999999998
Wimauma,8040.11
La Prairie,25.0
Bluff,115.0
Rapid City,38179.87
Lynn Haven,14450.629999999997
Lorentz,25.0
Benjamin,100.0
Schuyler Lake,105.0
Vermont,0.0
Hellertown,2608.0099999999998
Packwood,646.41
Huntingburg,1005.0
Newhebron,50.0
Kansasville,1872.4
Higdon,25.0
Iron,50.0
Manakin Sabot,5143.31
King Ferry,1135.61
Holt,24438.459999999995
Emblem,25.0
Garvin,76.0
Centerton,6899.500000000001
Cummings,25.0
Hagerstown,27209.300000000007
Sussex,15341.170000000004
Lake Stevens,41070.97
Home,3716.9799999999996
Argyle,24582.379999999994
Chestertown,10997.12
West Lebanon,5984.949999999999
Sparland,1092.02
Valley Forge,487.25
Spotsylvania,10380.92
Tabiona,189.0
Mayfield,5139.700000000001
Hardy,2387.34
West Jordan,190052.23
Gallitzin,580.0
Kinross,0.0
Harveysburg,10.0
Fallsburg,25.0
Kendall,874.85
Indian,75.0
Fairborn,11230.1
Calistoga,2082.42
King Cove,254.82
Basile,322.61
Pickwick Dam,795.1800000000001
Clewiston,2963.8
Wheatfield,1657.45
Buffalo Mills,49.0
Laotto,1934.12
Candia,1695.6200000000001
St. Augustine,28677.58
Kenova,2566.0199999999995
Elkmont,1660.8500000000001
Hood,48.0
Ellenboro,1706.1499999999999
Pablo,120.0
Frisco City,349.0
North Clarendon,135.0
Sauk Centre,2639.56
Troy,200870.4200000001
McComb,877.34
Abbeville,50639.46000000001
Kutztown,4474.77
Minnewaukan,50.0
Sullivan,20019.030000000002
East Galesburg,135.0
Falmouth,37382.92999999999
McColl,2795.9
Springlake,25.0
Toronto,2020.52
Gowrie,197.65
Heber Springs,4958.38
Reasnor,50.0
Winlock,3890.74
North Newton,1829.0
Marion Heights,50.0
Ponder,1588.06
West Glacier,70.0
Horace,790.0
Fort Lee,79024.91000000002
Beaver Dams,551.9300000000001
Saint Ansgar,914.0799999999999
Port Hueneme,10957.08
Rhododendron,445.0
Elkview,3305.3100000000004
Cedar Island,298.0
Brazoria,19942.340000000004
South Monroe,34554.93000000001
Sardis,2082.14
Johns Island,23346.5
Keeseville,417.53
Litchfield,29726.929999999993
Bucyrus,2308.83
Leicester,5684.420000000001
Water Valley,2877.0899999999997
Kirkwood,1089.47
McFarland,24444.700000000004
Vega Baja,155.0
Tunnel,10.0
Lorenzo,200.0
Lambsburg,605.0400000000001
Pineville,56254.99999999998
Sutherland,1806.3899999999999
Rohrersville,500.0
Eolia,500.0
Hope,13391.23
Paxton,4093.8299999999995
Canonsburg,25674.11
Winters,16984.28
Aguada,220.0
Point Pleasant,1811.49
Eastview,39.5
Millersport,1411.35
Dafter,50.0
True,25.0
Nesmith,170.0
Manitou,153.0
Monroe City,5357.36
Boulder Junction,493.58000000000004
North Arlington,4042.43
Sieper,25.0
Fort Jones,615.0
Thousand Island Park,25.0
Lyon Mountain,150.0
Marthasville,1144.72
Rockbridge Baths,25.0
Franksville,77892.16000000003
McKenney,110.0
Port Washington,44954.0
Voltaire,137.78
Mullens,275.0
Gambrills,13028.990000000002
Brent,580.0
Vermilion,4494.92
Mount Union,344.0
Geyser,50.0
Guys Mills,229.0
Piedmont,59500.52999999999
Fort Plain,590.79
Crocker,385.0
Berrien Springs,1713.89
Purcellville,17806.789999999997
Mabscott,65.0
Erving,270.0
Tennessee Ridge,2301.8599999999997
Darwin,179.82
Shedd,217.6
La Belle,170.0
Ireland,200.0
Ryderwood,50.0
Arecibo,255.0
Woodside,63558.00999999997
Noxen,371.0
Middlebourne,175.0
Dell Rapids,11984.650000000001
Lake Como,205.0
Summitville,1572.37
La Luz,1060.0
York Beach,550.0
Muscle Shoals,5458.5999999999985
Antelope,29443.59
South Pomfret,235.0
Crofton,22182.570000000003
Coffeyville,2834.1400000000003
East Hanover,4739.04
Soso,305.0
Swartz Creek,10721.71
Minier,160.0
Whitakers,140.0
Jenera,25.0
Friedens,1676.38
Nellis AFB,69.96
Lucasville,4564.9400000000005
New Bloomfield,1081.48
Howe,3554.73
Nutrioso,25.0
New Bern,85126.88000000003
Waring,25.0
Natrona Heights,2127.4700000000003
Hunter,150.19
Hawkins,1284.81
Higgins Lake,205.51
Humacao,2638.08
Arcanum,1794.89
Northvale,1626.57
Switzer,100.0
Knoxville,299064.8099999999
Altair,25.0
Milam,300.0
Milan,28840.37
Nauvoo,591.0
Galloway,15507.96
Holgate,812.8299999999999
Bowmansville,200.0
Cedar Ridge,320.0
Occidental,1397.06
Winter Springs,28973.180000000004
Mount Hood Parkdale,3743.2500000000005
Canon,875.79
Sarah,38.74
Stewarts Point,53.15
McCall Creek,100.0
Hazelwood,17410.589999999997
Davisville,215.0
Fisk,205.0
Ocoee,39661.32
Hayfork,102.87
Hatchechubbee,360.53
Hiddenite,639.0
East Dubuque,660.0
Moriarty,1880.84
Ravenel,3052.7
Ixonia,2305.5299999999997
Bonsall,6067.73
East Amherst,16158.279999999999
Potter Valley,1010.6899999999999
Wardensville,596.4200000000001
Hill AFB,514.95
Mountain Grove,3475.19
Carlsborg,906.0699999999999
Sidman,30.0
Etoile,1170.0
Chualar,236.11
Keego Harbor,17038.640000000003
Hummelstown,13715.64
Carpio,65.0
Fayette City,140.0
Mooers Forks,735.0
Rhodhiss,46.0
Oakpark,25.0
Walthall,25.0
Central City,1590.54
Malvern,37890.32000000001
Monett,2856.54
Federal Way,56360.000000000015
Moneta,5111.75
Pequannock,2009.69
Morral,161.32
Wofford Heights,227.48000000000002
Harts,165.0
Hoyt,532.53
McCamey,593.36
Fairhaven,18445.139999999996
Boulder,264134.54999999993
Yonkers,107067.73000000001
Oshkosh,26152.5
Noxon,849.19
Frost,719.01
Havre De Grace,7070.999999999999
Ovett,332.0
Thornville,1506.0
New Woodstock,229.0
Miles,384.0
Punta Gorda,31033.620000000003
Charleroi,3336.28
Mountain Dale,85.0
Clara City,25.0
Fort Wayne,123867.18000000001
Worthing,175.0
Berthoud,6446.83
Swan Valley,185.0
Bondville,318.0
West Hollywood,57932.67999999999
McCordsville,12902.63
Aguilar,389.73
Maxwelton,25.0
Hilton,7156.55
Lost Hills,150.0
Parkman,70.0
Breda,269.0
McCook,526.24
McCool,25.0
Fort Mcdowell,50.0
Ripplemead,90.0
San Manuel,50.0
Camargo,567.73
Poplar Bluff,5297.22
Clarence Center,2397.3199999999997
Liberty Center,531.98
Rosebud,898.93
Piper City,135.0
McDowell,155.0
San Diego,1174952.23
Reelsville,230.01
State College,36648.42
Otis Orchards,6829.009999999999
Shelley,11162.349999999999
Hubertus,2696.8599999999997
Larslan,100.0
Brunswick,129178.77999999997
Burr Oak,700.0799999999999
Fairfax,262148.31999999995
Bokeelia,1106.4199999999998
Chaska,10653.22
Farley,705.0
Soulsbyville,2370.19
Wortham,179.0
Wausau,20237.350000000002
Donegal,513.8
Old Fort,10596.44
Kilmarnock,1851.67
Rosedale,16703.239999999998
Travis AFB,1911.0
Point Marion,205.0
Winona,17334.990000000005
Pollock,2302.15
Fruitdale,110.0
Mcgregor,95.0
Van Buren,10745.210000000001
Chazy,1172.08
Redwood Falls,2015.7
Corpus Christi,79231.68999999999
Allentown,50130.58
Cassel,215.0
Whitleyville,145.0
Weinert,149.0
Reliance,20.0
Lincolnville,4278.83
Stockton Springs,2704.47
Harrisville,8139.74
Pentress,60.0
Kelly,154.8
Trexlertown,846.42
Harriman,6316.009999999999
Luquillo,25.0
Parkhill,25.0
Seagoville,6756.46
Booker,25.0
Denton,90007.01000000001
Tower Hill,235.07
Tarzana,44046.85
Miles City,1447.77
Uvalda,95.0
Crowell,150.0
Mount Vernon,96828.60999999999
Uvalde,2850.61
Hazlet,17084.989999999998
Taylor Springs,50.0
Guyton,10930.990000000002
Lower Salem,2464.9700000000003
Kyle,27560.450000000004
Deshler,634.01
Land O Lakes,25948.159999999996
Kensington,45796.61000000001
Glenolden,5103.18
Pine Bluff,16213.64
Eastover,577.6700000000001
East Prairie,5948.87
Little Silver,10300.490000000002
Hadley,4372.62
Caney,785.48
Headrick,396.5
Payette,2506.49
Ivins,4447.47
Bonham,7475.800000000001
East Greenbush,5116.430000000001
Merlin,1177.73
Hebbronville,243.57
Batchelor,774.51
Ingram,2489.6
Central Valley,811.0
Sulphur,13959.439999999999
Curtiss,50.0
Gladwyne,4623.900000000001
Squires,0.0
West Baldwin,150.0
Center Point,2157.98
Bunch,55.0
Mills,205.0
Canby,14761.88
Berthold,50.0
Smyrna,95634.51999999995
Mount Sterling,5332.87
Bruceton Mills,8519.78
Bailey,11225.83
Morganton,56112.91000000001
Nocona,4577.049999999999
Weems,248.82
Burgess,10.0
Dewittville,115.35
Staffordsville,408.0
Lohman,350.0
Naoma,70.0
Thompsontown,205.0
Farragut,45.0
Saint Albans,30064.899999999998
Centereach,16293.330000000002
Galveston,27939.449999999997
South Orange,40509.4
Denmark,5082.610000000001
Binghamton,62282.26000000001
Rothschild,7407.929999999999
Tuscarawas,75.06
Ottertail,429.0
Dorena,2311.39
Spiceland,826.17
New Castle,37754.200000000004
North River,30.0
Drytown,25.0
Nampa,70135.28000000001
Kaplan,7308.07
Forest Falls,150.0
Maumee,11560.980000000001
Saluda,7214.55
Belle Center,5.0
East Fairfield,210.0
Kahuku,4665.969999999999
Wayne,158843.24999999997
Crayne,10.0
Dexter City,510.0
Cannon Falls,1182.77
Chanhassen,13883.94
Boynton Beach,56783.42000000001
Coyle,165.0
Newllano,446.58
Odenton,26387.97
Mulvane,2219.95
Pacolet Mills,20.0
Tuskahoma,494.74
Aspen,24983.79
Egan,286.0
Miller Place,7480.849999999999
Monument Valley,10.0
Isle,289.39
Martins Creek,50.0
Exeter,24679.390000000003
Mountain Home,25156.489999999998
Luzerne,770.0
Lemitar,10.0
Weyerhaeuser,145.0
Lincoln University,9006.45
Benavides,0.0
Maple Park,2418.16
Iowa Falls,1608.38
Bois D Arc,1760.0
Gouldsboro,997.63
Seagraves,25.0
Capac,1319.8200000000002
Slaton,1401.54
Isom,30.0
Anamosa,1110.58
Scotch Plains,43639.82000000001
Hardwick,1244.6799999999998
Matagorda,60.0
Mountain Iron,160.0
Gosport,893.0
Sacramento,624715.2499999999
West Boothbay Harbor,200.0
Hubbard Lake,100.0
Long Island,265.0
Charlton,11551.689999999999
Eutawville,1245.62
Flasher,75.0
Marcus,2386.7599999999998
Castell,150.0
Nyssa,1150.0
Capay,50.0
Italy,1159.0
Incline Village,16964.33
San Simon,262.0
Geary,62.06
Stewartville,4365.16
Lapwai,1019.0
Clifton Park,43592.90999999999
Oktaha,97.64
Alcolu,429.0
Gunter,1435.5900000000001
Rio Oso,310.12
Cape Elizabeth,16940.319999999996
Shenandoah,4757.22
Jessup,26210.840000000007
Edenton,5937.69
Jemison,1491.65
Tyndall,75.0
Shutesbury,770.0
Veguita,45.0
Fitzpatrick,125.0
North Waterboro,1842.38
Spring Valley,37725.670000000006
Boykins,135.0
La Porte City,279.0
Bent Mountain,100.0
Fort Blackmore,25.0
Zapata,195.0
Taconite,25.0
Saint James,16157.829999999998
Saint Landry,60.0
Noxapater,50.0
Huntly,10.0
Mcalester,19562.82
West Milton,4609.53
Darien Center,508.0
Cooleemee,401.09
Wellman,1230.22
Sister Bay,1285.0
Round Mountain,175.0
Amberg,20.0
Yeaddiss,35.0
Fernley,3271.4
Pocono Lake,811.0
Chittenden,184.0
Rockhill Furnace,0.0
Bellingham,173828.35000000006
Littlerock,1819.65
Blakeslee,853.0
Fort Deposit,100.0
Plain,730.0
Roslyn,15286.86
Spearville,235.0
Duncan Falls,35.0
East Providence,13054.080000000002
Shawano,7663.279999999999
Penn Yan,2843.63
Franklinville,4414.59
Bussey,170.26999999999998
Greentown,4145.57
Pescadero,954.8799999999999
Chauvin,450.56
Muncie,43317.79
Rocky Point,7890.68
Blue Diamond,385.18
Annapolis Junction,294.53
Cressona,124.75
Burlington,332563.11
Brackney,744.3199999999999
Cockeysville,39375.24999999999
Loami,503.5
Barranquitas,60.41
Naco,10.0
Morrow,11514.82
Orangevale,24012.6
Bernie,215.0
Cade,401.81
Sizerock,20.0
Hudgins,35.0
Rollingbay,8295.970000000001
Wenham,7069.070000000001
Skull Valley,40.0
Yanceyville,1126.8600000000001
Nabb,219.95999999999998
Odem,1140.54
Reedley,5276.87
Oden,50.0
Ashville,6241.160000000001
Elcho,233.79
Weyauwega,438.0
Eight Mile,1151.1100000000001
Southfield,27881.820000000007
Bible School Park,75.0
Hartington,205.0
Morris,16290.01
Tuckerton,5944.32
Eldridge,2582.15
Waleska,2982.77
Strafford,6173.85
Milledgeville,10617.549999999996
Barneveld,1490.74
Sidney,8469.03
Marshallville,404.57
Glasford,3896.2000000000003
Highlands,9850.570000000002
Sunapee,709.4200000000001
Moreno Valley,38896.05
Honeoye,855.8199999999999
Pine Beach,667.23
Owens Cross Roads,13611.08
Rensselaer Falls,115.0
Huntsville,137453.76000000007
Newell,390.0
Tennessee,25.0
Grand Blanc,47934.700000000004
White River Junction,2559.0699999999997
Turrell,75.0
Sioux Rapids,25.0
North Monmouth,734.36
Rhinecliff,175.0
Tintah,50.0
Curtice,791.3199999999999
Lake Peekskill,979.5699999999999
Slater,300.0
Sigel,566.0
Rosman,2170.9300000000003
Washington Court House,5087.19
Honey Grove,4575.540000000001
Menoken,50.0
Straughn,398.93
La Puente,22556.690000000002
Marina Del Rey,56451.730000000025
Pamplico,2956.06
Stanchfield,323.0
Briggs,225.0
Marlette,2081.54
North Salt Lake,20562.619999999995
Dandridge,3612.01
Acushnet,2948.55
Lakeside,28034.079999999998
Gheens,385.0
Spur,200.0
Odin,1215.0
Saybrook,75.0
Commack,20118.6
Clear Creek,99.0
Wymore,111.0
Bear River City,276.0
Rocky Ford,496.91999999999996
Issaquah,91165.37000000001
Belleair Beach,1907.6399999999999
Golden Valley,2032.0
Minot AFB,1548.44
Plumtree,170.0
Pittsville,3137.53
Plainsboro,19807.370000000003
Michigan Center,918.4599999999999
Mayodan,1715.03
Purgitsville,68.97999999999999
South Bristol,200.0
Sunny Side,400.0
Glendo,10.0
Slaterville Springs,25.0
Mutual,100.0
Custer City,25.0
Brooker,969.8399999999999
Gibbstown,994.87
Pickerington,38023.130000000005
Larchwood,828.9200000000001
Camarillo,97495.04
Susquehanna,191.0
Indian Lake,50.0
New City,25128.61
Jones,4690.83
Kinston,9470.94
Doe Run,156.0
Temple City,21727.090000000004
Teterboro,200.0
Nadeau,448.0
Prudenville,2428.3199999999997
South Hackensack,1630.0
Greeneville,25143.139999999992
Atglen,485.44
Wolverton,132.8
Call,0.0
North Hampton,2087.79
Succasunna,10455.84
Bacliff,1423.0
Graettinger,1238.0
Progreso,214.0
Esparto,1344.82
Belcher,1629.9
Russells Point,471.87
Twinsburg,20413.690000000002
